2.06256,6536,6579,2.09584 +5.96639e+06ns,,0
2.07088,6579,6622,2.10416 +5.97059e+06ns,,0
2.0792,6622,6665,2.11248 +5.97426e+06ns,,0
2.08752,6665,6708,2.1208 +5.97748e+06ns,,0
2.09584,6708,6750,2.12912 +5.9803e+06ns,,0
2.10416,6750,6792,2.13744 +5.98276e+06ns,,0
2.11248,6792,6834,2.14576 +5.98491e+06ns,,0
2.1208,6834,6876,2.15408 +5.9868e+06ns,,0
2.12912,6876,6917,2.1624 +5.98845e+06ns,,0
2.13744,6917,6958,2.17072 +5.98989e+06ns,,0
2.14576,6958,6999,2.17904 +5.99116e+06ns,,0
2.15408,6999,7040,2.18736 +5.99226e+06ns,,0
2.1624,7040,7080,2.19568 +5.99323e+06ns,,0
2.17072,7080,7120,2.204 +5.99407e+06ns,,0
2.17904,7120,7160,2.21232 +5.99481e+06ns,,0
2.18736,7160,7200,2.22064 +5.99546e+06ns,,0
2.19568,7200,7239,2.22896 +5.87103e+06ns,,0
2.204,7239,7278,2.23728 +5.88715e+06ns,,0
2.21232,7278,7317,2.2456 +5.90126e+06ns,,0
2.22064,7317,7356,2.25392 +5.9136e+06ns,,0
2.22896,7356,7395,2.26224 +5.9244e+06ns,,0
2.23728,7395,7433,2.27056 +5.93385e+06ns,,0
2.2456,7433,7471,2.27888 +5.94212e+06ns,,0
2.25392,7471,7509,2.2872 +5.94935e+06ns,,0
2.26224,7509,7547,2.29552 +5.95568e+06ns,,0
2.27056,7547,7585,2.30384 +5.96122e+06ns,,0
2.27888,7585,7622,2.31216 +5.96607e+06ns,,0
2.2872,7622,7659,2.32048 +5.97031e+06ns,,0
2.29552,7659,7696,2.3288 +5.97402e+06ns,,0
2.30384,7696,7733,2.33712 +5.97727e+06ns,,0
2.31216,7733,7770,2.34544 +5.98011e+06ns,,0
2.32048,7770,7806,2.35376 +5.9826e+06ns,,0
2.3288,7806,7842,2.36208 +5.98477e+06ns,,0
2.33712,7842,7878,2.3704 +5.98667e+06ns,,0
2.34544,7878,7914,2.37872 +5.98834e+06ns,,0
2.35376,7914,7950,2.38704 +5.9898e+06ns,,0
2.36208,7950,7986,2.39536 +5.99107e+06ns,,0
2.3704,7986,8021,2.40368 +5.99219e+06ns,,0
2.37872,8021,8056,2.412 +5.99316e+06ns,,0
2.38704,8056,8091,2.42032 +5.99402e+06ns,,0
2.39536,8091,8126,2.42864 +5.99476e+06ns,,0
2.40368,8126,8161,2.43696 +5.87042e+06ns,,0
2.412,8161,8196,2.44528 +5.88662e+06ns,,0
2.42032,8196,8231,2.4536 +5.90079e+06ns,,0
2.42864,8231,8265,2.46192 +5.91319e+06ns,,0
2.43696,8265,8299,2.47024 +5.92404e+06ns,,0
2.44528,8299,8333,2.47856 +5.93354e+06ns,,0
2.4536,8333,8367,2.48688 +5.94184e+06ns,,0
2.46192,8367,8401,2.4952 +5.94911e+06ns,,0
2.47024,8401,8435,2.50352 +5.95547e+06ns,,0
2.47856,8435,8469,2.51184 +5.96104e+06ns,,0
2.48688,8469,8502,2.52016 +5.96591e+06ns,,0
2.4952,8502,8535,2.52848 +5.97017e+06ns,,0
2.50352,8535,8568,0,,1
2.51184,8568,8601,0,,1
2.52016,8601,8634,0,,1
2.52848,8634,8667,0,,1
2.55258,8667,1544,0,,1
2.55347,1544,1072,0,,1
2.55762,1072,1040,0,,1
2.56266,1040,536,0,,1
2.56764,536,1072,0,,1
2.56764,1072,1340,0,,1
2.57362,1340,1554,2.57362 +5.9739e+06ns,,0
2.57959,1554,1738,2.57959 +5.97716e+06ns,,0
2.58583,1738,1903,2.58583 +6.73001e+06ns,,0
2.59415,1903,2053,2.59415 +7.63876e+06ns,,0
2.60247,2053,2192,2.60247 +8.30892e+06ns,,0
2.62002,2192,536,0,,1
2.62505,536,1072,0,,1
2.62505,1072,1340,0,,1
2.63097,1340,1554,2.63097 +8.51776e+06ns,,0
2.63689,1554,1738,2.63689 +8.20304e+06ns,,0
2.64496,1738,1903,2.64496 +7.80266e+06ns,,0
2.65328,1903,2053,2.65328 +7.57733e+06ns,,0
2.6616,2053,2192,2.6616 +7.38016e+06ns,,0
2.66992,2192,2323,2.66992 +7.20764e+06ns,,0
2.67824,2323,2446,2.67824 +7.05668e+06ns,,0
2.68656,2446,2563,2.68656 +6.9246e+06ns,,0
2.69488,2563,2675,2.69488 +6.80902e+06ns,,0
2.7032,2675,2782,2.7032 +6.7079e+06ns,,0
2.71152,2782,2885,2.71152 +6.61941e+06ns,,0
2.71984,2885,2984,2.71984 +6.54198e+06ns,,0
2.72816,2984,3080,2.72816 +6.47423e+06ns,,0
2.73648,3080,3173,2.73648 +6.41495e+06ns,,0
2.7448,3173,3263,2.7448 +6.36308e+06ns,,0
2.75312,3263,3351,2.75312 +6.3177e+06ns,,0
2.76144,3351,3436,2.76144 +6.27798e+06ns,,0
2.76976,3436,3519,2.76976 +6.24324e+06ns,,0
2.77808,3519,3600,2.77808 +6.21283e+06ns,,0
2.7864,3600,3679,2.7864 +6.18623e+06ns,,0
2.79472,3679,3757,2.79472 +6.16295e+06ns,,0
2.80304,3757,3833,2.80304 +6.14258e+06ns,,0
2.81136,3833,3907,2.81136 +6.12476e+06ns,,0
2.81968,3907,3980,2.81968 +6.10916e+06ns,,0
2.828,3980,4052,2.828 +6.09552e+06ns,,0
2.83632,4052,4122,2.83632 +6.08358e+06ns,,0
2.84464,4122,4191,2.84464 +6.07313e+06ns,,0
2.85296,4191,4259,2.85296 +5.93899e+06ns,,0
2.86128,4259,4326,2.86128 +5.94661e+06ns,,0
2.8696,4326,4392,2.8696 +5.95329e+06ns,,0
2.87792,4392,4457,2.87792 +5.95912e+06ns,,0
2.88624,4457,4521,2.88624 +5.96423e+06ns,,0
2.89456,4521,4584,2.89456 +5.9687e+06ns,,0
2.90288,4584,4646,2.90288 +5.97262e+06ns,,0
2.9112,4646,4707,2.9112 +5.97604e+06ns,,0
2.91952,4707,4768,2.91952 +5.97903e+06ns,,0
2.92784,4768,4828,2.92784 +5.98165e+06ns,,0
2.93616,4828,4887,2.93616 +5.98395e+06ns,,0
2.94448,4887,4945,2.94448 +5.98595e+06ns,,0
2.9528,4945,5003,2.9528 +5.98771e+06ns,,0
2.96112,5003,5060,2.96112 +5.98924e+06ns,,0
2.96944,5060,5116,2.96944 +5.99059e+06ns,,0
2.97776,5116,5172,2.97776 +5.99176e+06ns,,0
2.98608,5172,5227,2.98608 +5.99279e+06ns,,0
2.9944,5227,5281,2.9944 +5.99369e+06ns,,0
3.00272,5281,5335,3.00272 +5.99448e+06ns,,0
3.01104,5335,5388,3.01104 +5.99517e+06ns,,0
3.01936,5388,5441,3.01936 +5.99577e+06ns,,0
3.02768,5441,5493,3.02768 +5.9963e+06ns,,0
3.036,5493,5545,3.036 +5.99676e+06ns,,0
3.04432,5545,5596,3.04432 +5.99717e+06ns,,0
3.05264,5596,5647,3.05264 +5.99752e+06ns,,0
3.06096,5647,5697,3.06096 +5.87283e+06ns,,0
3.06928,5697,5747,3.06928 +5.88873e+06ns,,0
3.0776,5747,5796,3.0776 +5.90264e+06ns,,0
3.08592,5796,5845,3.08592 +5.9148e+06ns,,0
3.09424,5845,5894,3.09424 +5.92545e+06ns,,0
3.10256,5894,5942,3.10256 +5.93477e+06ns,,0
3.11088,5942,5990,3.11088 +5.94292e+06ns,,0
3.1192,5990,6037,3.1192 +5.95006e+06ns,,0
3.12752,6037,6084,3.12752 +5.9563e+06ns,,0
3.13584,6084,6131,3.13584 +5.96176e+06ns,,0
3.14416,6131,6177,3.14416 +5.96654e+06ns,,0
3.15248,6177,6223,3.15248 +5.97072e+06ns,,0
3.1608,6223,6269,3.1608 +5.97438e+06ns,,0
3.16912,6269,6314,3.16912 +5.97758e+06ns,,0
3.17744,6314,6359,3.17744 +5.98039e+06ns,,0
3.18576,6359,6404,3.18576 +5.98284e+06ns,,0
3.19408,6404,6448,3.19408 +5.98498e+06ns,,0
3.2024,6448,6492,3.2024 +5.98686e+06ns,,0
3.21072,6492,6536,3.21072 +5.9885e+06ns,,0
3.21904,6536,6579,3.21904 +5.98994e+06ns,,0
3.22736,6579,6622,3.22736 +5.9912e+06ns,,0
3.23568,6622,6665,3.23568 +5.9923e+06ns,,0
3.244,6665,6708,3.244 +5.99326e+06ns,,0
3.25232,6708,6750,3.25232 +5.9941e+06ns,,0
3.26064,6750,6792,3.26064 +5.99484e+06ns,,0
3.26896,6792,6834,3.26896 +5.87048e+06ns,,0
3.27728,6834,6876,3.27728 +5.88667e+06ns,,0
3.2856,6876,6917,3.2856 +5.90084e+06ns,,0
3.29392,6917,6958,3.29392 +5.91323e+06ns,,0
3.30224,6958,6999,3.30224 +5.92408e+06ns,,0
3.31056,6999,7040,3.31056 +5.93357e+06ns,,0
3.31888,7040,7080,3.31888 +5.94187e+06ns,,0
3.3272,7080,7120,3.3272 +5.94914e+06ns,,0
3.33552,7120,7160,3.33552 +5.9555e+06ns,,0
3.34384,7160,7200,3.34384 +5.96106e+06ns,,0
3.35216,7200,7239,3.35216 +5.96592e+06ns,,0
3.36048,7239,7278,3.36048 +5.97018e+06ns,,0
3.3688,7278,7317,3.3688 +5.97391e+06ns,,0
3.37712,7317,7356,3.37712 +5.97717e+06ns,,0
3.38544,7356,7395,3.38544 +5.98002e+06ns,,0
3.39376,7395,7433,3.39376 +5.98252e+06ns,,0
3.40208,7433,7471,3.40208 +5.9847e+06ns,,0
3.4104,7471,7509,3.4104 +5.98662e+06ns,,0
3.41872,7509,7547,3.41872 +5.98829e+06ns,,0
3.42704,7547,7585,3.42704 +5.98975e+06ns,,0
3.43536,7585,7622,3.43536 +5.99103e+06ns,,0
3.44368,7622,7659,3.44368 +5.99215e+06ns,,0
3.452,7659,7696,3.452 +5.99313e+06ns,,0
3.46032,7696,7733,3.46032 +5.99399e+06ns,,0
3.46864,7733,7770,3.46864 +5.99474e+06ns,,0
3.47696,7770,7806,3.47696 +5.8704e+06ns,,0
3.48528,7806,7842,3.48528 +5.8866e+06ns,,0
3.4936,7842,7878,3.4936 +5.90077e+06ns,,0
3.50192,7878,7914,3.50192 +5.91318e+06ns,,0
3.51024,7914,7950,3.51024 +5.92403e+06ns,,0
3.51856,7950,7986,3.51856 +5.93352e+06ns,,0
3.52688,7986,8021,3.52688 +5.94183e+06ns,,0
3.5352,8021,8056,3.5352 +5.9491e+06ns,,0
3.54352,8056,8091,3.54352 +5.95547e+06ns,,0
3.55184,8091,8126,3.55184 +5.96103e+06ns,,0
3.56016,8126,8161,3.56016 +5.9659e+06ns,,0
3.56848,8161,8196,3.56848 +5.97016e+06ns,,0
3.5768,8196,8231,3.5768 +5.97389e+06ns,,0
3.58512,8231,8265,3.58512 +5.97716e+06ns,,0
3.59344,8265,8299,3.59344 +5.98001e+06ns,,0
3.60176,8299,8333,3.60176 +5.98251e+06ns,,0
3.61008,8333,8367,3.61008 +5.9847e+06ns,,0
3.6184,8367,8401,3.6184 +5.98661e+06ns,,0
3.62672,8401,8435,3.62672 +5.98828e+06ns,,0
3.63504,8435,8469,3.63504 +5.98975e+06ns,,0
3.64336,8469,8502,3.64336 +5.99103e+06ns,,0
3.65168,8502,8535,3.65168 +5.99215e+06ns,,0
3.66,8535,8568,3.66 +5.99313e+06ns,,0
3.66832,8568,8601,3.66832 +5.99399e+06ns,,0
3.67664,8601,8634,3.67664 +5.99474e+06ns,,0
3.68496,8634,8667,3.68496 +5.8704e+06ns,,0
3.69328,8667,8700,3.69328 +5.8866e+06ns,,0
3.7016,8700,8733,3.7016 +5.90077e+06ns,,0
3.70992,8733,8765,3.70992 +5.91317e+06ns,,0
3.71824,8765,8797,3.71824 +5.92403e+06ns,,0
3.72656,8797,8829,3.72656 +5.93352e+06ns,,0
3.73488,8829,8861,3.73488 +5.94183e+06ns,,0
3.7432,8861,8893,3.7432 +5.9491e+06ns,,0
3.75152,8893,8925,3.75152 +5.95546e+06ns,,0
3.75984,8925,8957,3.75984 +5.96103e+06ns,,0
3.76816,8957,8989,3.76816 +5.9659e+06ns,,0
3.77648,8989,9020,3.77648 +5.97016e+06ns,,0
3.7848,9020,9051,3.7848 +5.97389e+06ns,,0
3.79312,9051,9082,3.79312 +5.97716e+06ns,,0
3.80144,9082,9113,3.80144 +5.98001e+06ns,,0
3.80976,9113,9144,3.80976 +5.98251e+06ns,,0
3.81808,9144,9175,3.81808 +5.9847e+06ns,,0
3.8264,9175,9206,3.8264 +5.98661e+06ns,,0
3.83472,9206,9237,3.83472 +5.98828e+06ns,,0
3.84304,9237,9268,3.84304 +5.98975e+06ns,,0
3.85136,9268,9298,3.85136 +5.99103e+06ns,,0
3.85968,9298,9328,3.85968 +5.99215e+06ns,,0
3.868,9328,9358,3.868 +5.99313e+06ns,,0
3.87632,9358,9388,3.87632 +5.99399e+06ns,,0
3.88464,9388,9418,3.88464 +5.99474e+06ns,,0
3.89296,9418,9448,3.89296 +5.8704e+06ns,,0
3.90128,9448,9478,3.90128 +5.8866e+06ns,,0
3.9096,9478,9508,3.9096 +5.90077e+06ns,,0
3.91792,9508,9538,3.91792 +5.91317e+06ns,,0
3.92624,9538,9568,3.92624 +5.92403e+06ns,,0
3.93456,9568,9598,3.93456 +5.93352e+06ns,,0
3.94288,9598,9627,3.94288 +5.94183e+06ns,,0
3.9512,9627,9656,3.9512 +5.9491e+06ns,,0
3.95952,9656,9685,3.95952 +5.95546e+06ns,,0
3.96784,9685,9714,3.96784 +5.96103e+06ns,,0
3.97616,9714,9743,3.97616 +5.9659e+06ns,,0
3.98448,9743,9772,3.98448 +5.97016e+06ns,,0
3.9928,9772,9801,3.9928 +5.97389e+06ns,,0
4.00112,9801,9830,4.00112 +5.97716e+06ns,,0
4.00944,9830,9859,4.00944 +5.98001e+06ns,,0
4.01776,9859,9888,4.01776 +5.98251e+06ns,,0
4.02608,9888,9917,4.02608 +5.9847e+06ns,,0
4.0344,9917,9945,4.0344 +5.98661e+06ns,,0
4.04272,9945,9973,4.04272 +5.98828e+06ns,,0
4.05104,9973,10001,4.05104 +5.98975e+06ns,,0
4.05936,10001,10029,4.05936 +5.99103e+06ns,,0
4.06768,10029,10057,4.06768 +5.99215e+06ns,,0
4.076,10057,10085,4.076 +5.99313e+06ns,,0
4.08432,10085,10113,4.08432 +5.99399e+06ns,,0
4.09264,10113,10141,4.09264 +5.99474e+06ns,,0
4.10096,10141,10169,4.10096 +5.8704e+06ns,,0
4.10928,10169,10197,4.10928 +5.8866e+06ns,,0
4.1176,10197,10225,4.1176 +5.90077e+06ns,,0
4.12592,10225,10253,4.12592 +5.91317e+06ns,,0
4.13424,10253,10281,4.13424 +5.92403e+06ns,,0
4.14256,10281,10308,4.14256 +5.93352e+06ns,,0
4.15088,10308,10335,4.15088 +5.94183e+06ns,,0
4.1592,10335,10362,4.1592 +5.9491e+06ns,,0
4.16752,10362,10389,4.16752 +5.95546e+06ns,,0
4.17584,10389,10416,4.17584 +5.96103e+06ns,,0
4.18416,10416,10443,4.18416 +5.9659e+06ns,,0
4.19248,10443,10470,4.19248 +5.97016e+06ns,,0
4.2008,10470,10497,4.2008 +5.97389e+06ns,,0
4.20912,10497,10524,4.20912 +5.97716e+06ns,,0
4.21744,10524,10551,4.21744 +5.98001e+06ns,,0
4.22576,10551,10578,4.22576 +5.98251e+06ns,,0
4.23408,10578,10605,4.23408 +5.9847e+06ns,,0
4.2424,10605,10632,4.2424 +5.98661e+06ns,,0
4.25072,10632,10659,4.25072 +5.98828e+06ns,,0
4.25904,10659,10685,4.25904 +5.98975e+06ns,,0
4.26736,10685,10711,4.26736 +5.99103e+06ns,,0
4.27568,10711,10737,4.27568 +5.99215e+06ns,,0
4.284,10737,10763,4.284 +5.99313e+06ns,,0
4.29232,10763,10789,4.29232 +5.99399e+06ns,,0
4.30064,10789,10815,4.30064 +5.99474e+06ns,,0
4.30896,10815,10841,4.30896 +5.8704e+06ns,,0
4.31728,10841,10867,4.31728 +5.8866e+06ns,,0
4.3256,10867,10893,4.3256 +5.90077e+06ns,,0
4.33392,10893,10919,4.33392 +5.91317e+06ns,,0
4.34224,10919,10945,4.34224 +5.92403e+06ns,,0
4.35056,10945,10971,4.35056 +5.93352e+06ns,,0
4.35888,10971,10997,4.35888 +5.94183e+06ns,,0
4.3672,10997,11023,4.3672 +5.9491e+06ns,,0
4.37552,11023,11049,4.37552 +5.95546e+06ns,,0
4.38384,11049,11075,4.38384 +5.96103e+06ns,,0
4.39216,11075,11100,4.39216 +5.9659e+06ns,,0
4.40048,11100,11125,4.40048 +5.97016e+06ns,,0
4.4088,11125,11150,4.4088 +5.97389e+06ns,,0
4.41712,11150,11175,4.41712 +5.97716e+06ns,,0
4.42544,11175,11200,4.42544 +5.98001e+06ns,,0
4.43376,11200,11225,4.43376 +5.98251e+06ns,,0
4.44208,11225,11250,4.44208 +5.9847e+06ns,,0
4.4504,11250,11275,4.4504 +5.98661e+06ns,,0
4.45872,11275,11300,4.45872 +5.98828e+06ns,,0
4.46704,11300,11325,4.46704 +5.98975e+06ns,,0
4.47536,11325,11350,4.47536 +5.99103e+06ns,,0
4.48368,11350,11375,4.48368 +5.99215e+06ns,,0
4.492,11375,11400,4.492 +5.99313e+06ns,,0
4.50032,11400,11425,4.50032 +5.99399e+06ns,,0
4.50864,11425,11450,4.50864 +5.99474e+06ns,,0
4.51696,11450,11475,4.51696 +5.8704e+06ns,,0
4.52528,11475,11500,4.52528 +5.8866e+06ns,,0
4.5336,11500,11524,4.5336 +5.90077e+06ns,,0
4.54192,11524,11548,4.54192 +5.91317e+06ns,,0
4.55024,11548,11572,4.55024 +5.92403e+06ns,,0
4.55856,11572,11596,4.55856 +5.93352e+06ns,,0
4.56688,11596,11620,4.56688 +5.94183e+06ns,,0
4.5752,11620,11644,4.5752 +5.9491e+06ns,,0
4.58352,11644,11668,4.58352 +5.95546e+06ns,,0
4.59184,11668,11692,4.59184 +5.96103e+06ns,,0
4.60016,11692,11716,4.60016 +5.9659e+06ns,,0
4.60848,11716,11740,4.60848 +5.97016e+06ns,,0
4.6168,11740,11764,4.6168 +5.97389e+06ns,,0
4.62512,11764,11788,4.62512 +5.97716e+06ns,,0
4.63344,11788,11812,4.63344 +5.98001e+06ns,,0
4.64176,11812,11836,4.64176 +5.98251e+06ns,,0
4.65008,11836,11860,4.65008 +5.9847e+06ns,,0
4.6584,11860,11884,4.6584 +5.98661e+06ns,,0
4.66672,11884,11908,4.66672 +5.98828e+06ns,,0
4.67504,11908,11932,4.67504 +5.98975e+06ns,,0
4.68336,11932,11956,4.68336 +5.99103e+06ns,,0
4.69168,11956,11980,4.69168 +5.99215e+06ns,,0
4.7,11980,12003,4.7 +5.99313e+06ns,,0
4.70832,12003,12026,4.70832 +5.99399e+06ns,,0
4.71664,12026,12049,4.71664 +5.99474e+06ns,,0
4.72496,12049,12072,4.72496 +5.8704e+06ns,,0
4.73328,12072,12095,4.73328 +5.8866e+06ns,,0
4.7416,12095,12118,4.7416 +5.90077e+06ns,,0
4.74992,12118,12141,4.74992 +5.91317e+06ns,,0
4.75824,12141,12164,4.75824 +5.92403e+06ns,,0
4.76656,12164,12187,4.76656 +5.93352e+06ns,,0
4.77488,12187,12210,4.77488 +5.94183e+06ns,,0
4.7832,12210,12233,4.7832 +5.9491e+06ns,,0
4.79152,12233,12256,4.79152 +5.95546e+06ns,,0
4.79984,12256,12279,4.79984 +5.96103e+06ns,,0
4.80816,12279,12302,4.80816 +5.9659e+06ns,,0
4.81648,12302,12325,4.81648 +5.97016e+06ns,,0
4.8248,12325,12348,4.8248 +5.97389e+06ns,,0
4.83312,12348,12371,4.83312 +5.97716e+06ns,,0
4.84144,12371,12394,4.84144 +5.98001e+06ns,,0
4.84976,12394,12417,4.84976 +5.98251e+06ns,,0
4.85808,12417,12440,4.85808 +5.9847e+06ns,,0
4.8664,12440,12463,4.8664 +5.98661e+06ns,,0
4.87472,12463,12486,4.87472 +5.98828e+06ns,,0
4.88304,12486,12509,4.88304 +5.98975e+06ns,,0
4.89136,12509,12531,4.89136 +5.99103e+06ns,,0
4.89968,12531,12553,4.89968 +5.99215e+06ns,,0
4.908,12553,12575,4.908 +5.99313e+06ns,,0
